relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
532237@28_21-532237@28_33,532237@28,Miyuki Tanobe-Marc F. Voizard,,0.444,"{In,1979,"","",she,was,the,subject,of,a,National,Film,Board,of,Canada,documentary,short,``,My,Floating,World,:,Miyuki,Tanobe,'',"","",directed,by,Ian,Rankin,"","",Stephan,Steinhouse,and,Marc,F.,Voizard,.}",33,3,21,2,2,"{INV_NGRAM_1_[direct],""INV_BETW_L_[conj_and agent vmod dep]""}","{-0.134472,0.00590544}"
43034605@3_0-43034605@3_8,43034605@3,Hilary Krzysztofiak-Maria,,0.876,"{Hilary,was,a,son,of,Jan,Krzysztofiak,and,Maria,n,e,Helwig,-LRB-,killed,in,1942,at,Auschwitz,concentration,camp,-RRB-,.}",8,1,0,1,1,"{INV_NGRAM_1_[son],""INV_BETW_L_[nn conj_and prep_of nsubj]""}","{1.76438,0.0245771}"
1421303@2_12-1421303@2_16,1421303@2,Susan Batten-Luna,,0.386,"{Since,exiting,the,role,-LRB-,her,character,was,killed,off,-RRB-,"","",Batten,has,returned,as,Luna,no,less,than,four,times,in,spirit,form,.}",16,1,12,1,1,"{""INV_BETW_L_[prep_as nsubj]"",INV_NGRAM_1_[return],""INV_BETW_[prep_as return nsubj]"",""INV_BETW_D_[prep_as return nsubj]""}","{-0.193721,-0.167974,-0.00451207,-0.00451207}"
2367486@10_0-2367486@10_7,2367486@10,Tex Beneke-Gene Krupa,,0.294,"{Beneke,said,:,``,It,seems,that,Gene,Krupa,had,left,the,Goodman,band,and,was,forming,his,own,first,band,.}",7,2,0,1,1,"{INV_NGRAM_1_[say],""INV_BETW_L_[nsubj ccomp ccomp nsubj]"",INV_NGRAM_1_[seem],""INV_BETW_D_[nsubj leave ccomp seem ccomp say nsubj]"",""INV_BETW_[nsubj leave ccomp seem ccomp say nsubj]""}","{-0.61503,-0.300729,0.0443685,0.00276626,0.00276626}"
26278770@6_0-26278770@6_8,26278770@6,Pablo Frasconi-Thoreau,,0.296,"{Frasconi,is,currently,working,on,an,adaptation,of,Thoreau,s,writings,.}",8,1,0,1,1,"{INV_NGRAM_1_[work],INV_NGRAM_1_[adaptation],INV_NGRAM_1_[currently],""INV_BETW_L_[prep_of prep_on nsubj]"",""INV_BETW_[prep_of adaptation prep_on work nsubj]"",""INV_BETW_D_[prep_of adaptation prep_on work nsubj]""}","{-0.544445,-0.134268,-0.111109,-0.03154,0.0126571,0.0126571}"
295286@75_4-295286@75_12,295286@75,Dionysios Solomos-Ioannis Zampelios,,0.808,"{The,most,important,people,Solomos,was,acquainted,to,were,Nikolaos,Mantzaros,"","",Ioannis,and,Spyridon,Zampelios,"","",Ermannos,Lountzis,"","",Niccol,Tommaseo,"","",Andreas,Mustoxydis,"","",Petros,Vrailas,Armenis,"","",Iakovos,Polylas,"","",Ioulios,Typaldos,"","",Andreas,Laskaratos,and,Gerasimos,Markoras,.}",12,2,4,1,1,"{""INV_BETW_L_[null null nsubjpass]"",INV_NGRAM_1_[acquaint]}","{1.28516,-0.012786}"
33762742@156_4-33762742@156_11,33762742@156,Dan Gertler-Kabila,,0.176,"{There,were,allegations,that,Gertler,'s,$,20,million,deal,with,Kabila,a,reciprocal,agreement,to,arrange,arms,shipments,from,Israel,to,the,DRC,.}",11,1,4,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[$],INV_NGRAM_1_[20],INV_NGRAM_1_[million],""INV_BETW_L_[prep_with poss]"",INV_NGRAM_1_[deal]}","{-1.17199,-0.248502,0.200518,-0.178047,-0.0458941,0.00865376}"
8560067@2_0-8560067@2_5,8560067@2,Brent Maddock-S.S. Wilson,,0.15,"{Maddock,'s,writing,partner,is,S.S.,Wilson,.}",5,2,0,1,1,"{INV_NGRAM_1_['s],""INV_BETW_L_[nsubj poss]"",INV_NGRAM_1_[partner],INV_NGRAM_1_[write],""INV_NGRAM_2_[write partner]"",""INV_NGRAM_3_['s write partner]""}","{-1.17199,0.66391,-0.626116,-0.520573,-0.00780412,-0.00378499}"
1086815@31_3-1086815@31_8,1086815@31,Tom Regan-Moore,,0.328,"{In,the,1980s,Regan,published,three,books,on,Moore,s,philosophy,.}",8,1,3,1,1,"{INV_NGRAM_1_[three],INV_NGRAM_1_[publish],INV_NGRAM_1_[book],""INV_NGRAM_2_[three book]"",""INV_BETW_[prep_on book nsubj philosophy ccomp publish nsubj]"",""INV_NGRAM_3_[publish three book]""}","{-0.695591,-0.323472,0.266472,-0.0109166,-0.00456494,-0.00456494}"
870798@27_4-870798@27_38,870798@27,Lee Roy Selmon-Howie Long,f,0.084,"{In,January,2008,"","",Selmon,was,voted,by,a,panel,of,former,NFL,players,and,coaches,to,``,Pro,Football,Weekly,'','s,All-Time,3-4,defensive,team,along,with,Harry,Carson,"","",Curley,Culp,"","",Randy,Gradishar,"","",Howie,Long,"","",Lawrence,Taylor,and,Andre,Tippett,.}",38,2,4,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[team],INV_NGRAM_1_[former],INV_NGRAM_1_[coach],INV_NGRAM_1_[along],INV_NGRAM_1_[vote]}","{-1.17199,-0.664721,0.297861,-0.293996,-0.224122,-0.215589}"
34496660@80_7-34496660@80_40,34496660@80,Io Shirai-Takumi Iroha,,0.006,"{From,August,25,to,September,23,"","",Shirai,took,part,in,5,Star,GP2013,"","",where,she,finished,with,a,record,of,three,wins,"","",one,draw,and,one,loss,"","",with,a,draw,on,the,final,day,against,rookie,Takumi,Iroha,costing,her,a,spot,in,the,finals,.}",40,2,7,1,1,"{INV_NGRAM_1_[three],INV_NGRAM_1_[take],INV_NGRAM_1_[record],INV_NGRAM_1_[win],INV_NGRAM_1_[final],INV_NGRAM_1_[draw]}","{-0.695591,-0.665414,-0.608622,-0.591333,-0.507113,-0.378285}"
27016816@99_22-27016816@99_39,27016816@99,Saul Goodman-Todd,,0.126,"{As,Walt,"","",Jesse,"","",and,Mike,set,up,their,own,meth,operation,in,the,vacuum,left,by,Gus,'s,demise,"","",Saul,helps,them,find,a,meth,lab,and,equips,them,with,a,team,consisting,of,Ira,"","",Todd,"","",and,others,.}",39,1,22,1,1,"{INV_NGRAM_1_[team],INV_NGRAM_1_[find],INV_NGRAM_1_[help],INV_NGRAM_1_[consist],INV_NGRAM_1_[lab],INV_NGRAM_1_[equip]}","{-0.664721,-0.4748,-0.45307,-0.201939,-0.0102848,-0.0102185}"
41082230@17_4-41082230@17_34,41082230@17,Everett Stern-Stern,f,0,"{In,March,2013,"","",Stern,and,the,law,firm,Berger,&,Montague,submitted,evidence,collected,by,Stern,to,the,SEC,that,HSBC,had,continued,to,violate,anti-money,laundering,regulations,through,October,2011,"","",when,Stern,s,employment,with,HSBC,ended,.}",34,1,4,1,1,"{INV_NGRAM_1_[firm],INV_NGRAM_1_[2011],INV_NGRAM_1_[collect],INV_NGRAM_1_[submit],INV_NGRAM_1_[continue],INV_NGRAM_1_[law]}","{-0.431184,-0.222046,-0.105516,0.0836187,-0.0740706,-0.0685846}"
35651376@16_4-35651376@16_16,35651376@16,Johnnie Troutman-Jeromey Clary,,0.318,"{For,the,2014,season,Troutman,was,promoted,to,the,starting,position,at,right,guard,due,to,Jeromey,Clary,'s,hip,surgery,.}",16,2,4,1,1,"{INV_NGRAM_1_[start],INV_NGRAM_1_[due],INV_NGRAM_1_[promote],INV_NGRAM_1_[position],INV_NGRAM_1_[guard],INV_NGRAM_1_[right]}","{-0.405019,-0.206351,-0.14799,-0.144705,-0.0611292,-0.0530583}"
8160138@3_0-8160138@3_14,8160138@3,John Petrie-Andrew Petrie,t,0.988,"{John,Petrie,was,born,15,January,1822,in,Edinburgh,"","",the,eldest,son,of,Andrew,Petrie,and,Mary,Cuthbertson,.}",14,2,0,2,2,"{INV_NGRAM_1_[bear],INV_NGRAM_1_[son],INV_NGRAM_1_[eldest],""INV_NGRAM_2_[eldest son]"",""INV_NGRAM_2_[bear 15]"",INV_NGRAM_1_[15]}","{2.23147,1.76438,0.341573,-0.262935,-0.249432,-0.230649}"
20433024@33_0-20433024@33_13,20433024@33,Ueli Maurer-Eveline Widmer-Schlumpf,,0.394,"{Maurer,was,elected,Vice,President,of,the,Confederation,for,2012,"","",alongside,President,Eveline,Widmer-Schlumpf,.}",13,2,0,1,1,"{INV_NGRAM_1_[2012],INV_NGRAM_1_[alongside],INV_NGRAM_1_[elect],""INV_BETW_L_[prep_alongside nsubjpass]"",""INV_BETW_D_[prep_alongside elect nsubjpass]"",""INV_BETW_[prep_alongside elect nsubjpass]""}","{-0.339464,-0.271565,0.0966364,0.02643,0.0141007,0.0141007}"
12998814@10_0-12998814@10_7,12998814@10,Charles T. Bernard-William T. Kelly,,0.056,"{Bernard,defeated,Rockefeller,'s,stated,choice,"","",William,T.,Kelly,"","",Sr.,"","",of,Little,Rock,"","",the,Pulaski,County,chairman,"","",and,Everett,Ham,"","",a,Rockefeller,aide,.}",7,3,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[state],""INV_BETW_L_[dep nsubj]"",INV_NGRAM_1_[defeat],INV_NGRAM_1_[choice],""INV_BETW_D_[dep defeat nsubj]""}","{-1.17199,-0.678814,-0.476844,-0.362882,-0.107953,0.00772956}"
639129@46_14-639129@46_26,639129@46,Roy Bhaskar-Alex Callinicos,,0.348,"{Whilst,his,early,books,were,considered,``,models,of,clarity,and,rigour,'',"","",Bhaskar,has,been,criticised,for,the,``,truly,appalling,style,'',-LRB-,Alex,Callinicos,"","",1994,-RRB-,in,which,his,``,dialectical,'',works,are,written,.}",26,2,14,1,1,"{INV_NGRAM_1_[style],INV_NGRAM_1_[criticise],INV_NGRAM_1_[truly],INV_NGRAM_1_[appalling],""INV_BETW_L_[dep prep_for nsubjpass]"",""INV_NGRAM_3_[truly appalling style]""}","{-0.428462,-0.0701953,-0.0303482,-0.0069796,-0.00468443,-0.00468443}"
412847@20_3-412847@20_5,412847@20,Oliver Cowdery-Smith,,0.466,"{But,working,with,Cowdery,"","",Smith,completed,the,manuscript,in,a,remarkably,short,period,-LRB-,April,June,1829,-RRB-,"","",during,what,Richard,Bushman,called,a,``,burst,of,rapid-fire,translation,.,''}",5,1,3,1,1,"{""INV_BETW_D_[nsubj complete vmod work prep_with]"",""INV_BETW_[nsubj complete vmod work prep_with]"",""INV_BETW_L_[nsubj vmod prep_with]""}","{-0.0182934,-0.0182934,-0.00238591}"
2316528@1_0-2316528@1_32,2316528@1,"Charles Maclean, Baron Maclean-Chamberlain",,0.238,"{Charles,Maclean,"","",Baron,Maclean,Charles,Hector,Fitzroy,Maclean,"","",Baron,Maclean,"","","","",KT,"","",PC,"","",GCVO,"","",KBE,"","",-LRB-,5,May,1916,8,February,1990,-RRB-,was,Lord,Chamberlain,to,Elizabeth,II,of,the,United,Kingdom,from,1971,to,1984,.}",32,1,0,2,2,"{INV_NGRAM_1_[8],INV_BETW_D_[nsubj],INV_BETW_[nsubj],INV_BETW_L_[nsubj],INV_NGRAM_1_[1916],INV_NGRAM_1_[5]}","{-0.384746,-0.220331,-0.220331,-0.220331,-0.183088,-0.146502}"
1311849@92_0-1311849@92_23,1311849@92,Edward Ruscha-Lauren Hutton,,0.206,"{Ruscha,is,regularly,commissioned,with,works,for,private,persons,"","",among,them,James,Frey,-LRB-,``,Public,Stoning,'',"","",2007,-RRB-,"","",Lauren,Hutton,-LRB-,``,Boy,Meets,Girl,'',"","",1987,-RRB-,"","",and,Stella,McCartney,-LRB-,``,Stella,'',"","",2001,-RRB-,.}",23,2,0,1,1,"{INV_NGRAM_1_[work],INV_NGRAM_1_[among],INV_NGRAM_1_[commission],INV_NGRAM_1_[regularly],INV_NGRAM_1_[private],INV_NGRAM_1_[person]}","{-0.544445,-0.217034,-0.198519,-0.138873,-0.0633211,-0.0525377}"
14684670@99_9-14684670@99_16,14684670@99,Arthur Meighen-John Bracken,,0.08,"{As,the,convention,neared,"","",news,sources,reported,that,Meighen,had,approached,Manitoba,'s,Liberal-Progressive,Premier,John,Bracken,about,seeking,the,leadership,"","",and,that,the,convention,would,adopt,a,platform,that,would,move,the,party,towards,the,left,.}",16,2,9,1,1,"{INV_NGRAM_1_['s],""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[approach],""INV_BETW_D_[dobj approach nsubj]"",""INV_BETW_[dobj approach nsubj]""}","{-1.17199,-0.973964,-0.0849724,0.0184602,0.0184602}"
1063381@69_24-1063381@69_3,1063381@69,Salvatore Vitale-Massino,,0.17,"{The,revelation,that,Massino,wanted,to,``,give,him,a,receipt,'',--,his,term,for,a,whacking,--,was,the,final,straw,for,Vitale,.}",3,1,24,1,1,"{people_between_bucket=0,NGRAM_1_[term],NGRAM_1_[want],NGRAM_1_[give],NGRAM_1_[final],NGRAM_1_[--]}","{-0.729378,-0.249889,-0.235269,-0.188401,-0.125001,0.00867006}"
25373625@18_9-25373625@18_0,25373625@18,Ahmed Shoukry-Ramzy,,0.202,"{Ramzy,later,omitted,him,from,the,squad,stating,that,Shoukry,would,never,play,in,the,2012,Olympics,.}",0,1,9,1,1,"{people_between_bucket=0,NGRAM_1_[state],NGRAM_1_[later],NGRAM_1_[squad],""NGRAM_2_[later omit]"",""BETW_[nsubj omit prep_from squad vmod state ccomp play nsubj]""}","{-0.729378,-0.449848,-0.305326,-0.0439121,0.00522501,0.00522501}"
164382@7_0-164382@7_11,164382@7,Grand Duke Michael Alexandrovich of Russia-Natalia Sergeyevna Wulfert,,0.162,"{Michael,caused,a,commotion,at,the,imperial,court,when,he,took,Natalia,Sergeyevna,Wulfert,"","",a,married,woman,"","",as,a,lover,.}",11,3,0,1,1,"{INV_NGRAM_1_[take],""INV_BETW_L_[dobj advcl nsubj]"",INV_NGRAM_1_[court],INV_NGRAM_1_[cause],INV_NGRAM_1_[imperial],""INV_BETW_D_[dobj take advcl cause nsubj]""}","{-0.665414,-0.324473,-0.314738,-0.234903,-0.0388849,-0.00589612}"
598363@61_18-598363@61_0,598363@61,Miriam Makeba-Mandela,,0.29,"{Mandela,"","",who,was,effectively,released,from,Victor,Verster,Prison,in,Paarl,on,11,February,1990,"","",persuaded,Miriam,Makeba,to,return,to,South,Africa,.}",0,1,18,2,2,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[release],NGRAM_1_[1990],NGRAM_1_[persuade],NGRAM_1_[effectively]}","{-0.729378,0.459084,-0.199803,-0.122353,-0.103212,-0.0801389}"
5084659@20_19-5084659@20_1,5084659@20,Robert Seeley-Mason,,0.106,"{Captain,Mason,"","",who,called,Seeley,a,``,valiant,soldier,'',"","",wrote,of,the,incident,"","",``,Lieutenant,Seeley,was,shot,in,the,eyebrow,with,a,flat,headed,Arrow,"","",the,Point,turning,downwards,.}",1,1,19,1,1,"{people_between_bucket=1,NGRAM_1_[write],NGRAM_1_[call],NGRAM_1_[incident],NGRAM_1_[soldier],""BETW_L_[nsubj dep nsubjpass]""}","{-0.814187,-0.578965,-0.43881,-0.12639,-0.058393,0.00707835}"
6794874@10_0-6794874@10_14,6794874@10,Emmott Robinson-Cardus,,0.292,"{Robinson,himself,had,a,different,take,on,his,spawning,:,``,I,reckon,Mr,Cardus,invented,me,'',.}",14,1,0,1,1,"{INV_NGRAM_1_[take],INV_NGRAM_1_[different],""INV_BETW_L_[nsubj ccomp parataxis nsubj]"",INV_NGRAM_1_[reckon],INV_NGRAM_1_[spawning],""INV_NGRAM_2_[different take]""}","{-0.665414,-0.174381,-0.0597029,-0.00431083,-0.00431083,-0.00431083}"
1756396@6_0-1756396@6_9,1756396@6,Ron Rosenbaum-Adolf Hitler,,0.332,"{Rosenbaum,spent,more,than,ten,years,doing,research,on,Adolf,Hitler,including,travels,to,Vienna,"","",Munich,"","",London,"","",Paris,"","",and,Jerusalem,"","",interviewing,leading,historians,"","",philosophers,"","",biographers,"","",theologians,and,psychologists,.}",9,2,0,1,1,"{INV_NGRAM_1_[year],INV_NGRAM_1_[spend],""INV_NGRAM_2_[ten year]"",INV_NGRAM_1_[research],INV_NGRAM_1_[ten],""INV_BETW_L_[prep_on xcomp nsubj]""}","{-0.484481,-0.349962,0.106401,-0.0765819,0.0624193,0.00188504}"
43223859@10_3-43223859@10_9,43223859@10,George R. Metcalf-Henry W. Griffith,,0.138,"{In,1950,"","",Metcalf,defeated,the,incumbent,State,Senator,Henry,W.,Griffith,in,the,Republican,primary,"","",and,went,on,to,win,the,election,in,November,.}",9,3,3,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[state],INV_NGRAM_1_[defeat],""INV_BETW_[dobj defeat nsubj]"",""INV_BETW_D_[dobj defeat nsubj]"",INV_NGRAM_1_[incumbent]}","{-0.973964,-0.678814,-0.362882,-0.0254927,-0.0254927,0.0119161}"
35954349@17_25-35954349@17_22,35954349@17,Benh Zeitlin-Lucy Alibar,,0.408,"{He,has,also,received,nominations,for,two,Academy,Awards,at,the,85th,Academy,Awards,:,Best,Director,and,Best,Adapted,Screenplay,-LRB-,Lucy,Alibar,"","",Benh,Zeitlin,-RRB-,"","",and,the,film,itself,was,nominated,for,Best,Picture,.}",22,2,25,2,2,"{people_between_bucket=0,BETW_[appos],BETW_L_[appos],BETW_D_[appos]}","{-0.729378,0.0925565,0.0925565,0.0925565}"
22192471@102_20-22192471@102_11,22192471@102,Heriberto Lazcano Lazcano-Morales,,0.278,"{In,recent,months,prior,to,his,death,"","",Miguel,Trevi,o,Morales,had,taken,the,lead,of,Los,Zetas,while,Lazcano,'s,power,declined,.}",11,1,20,1,1,"{people_between_bucket=0,NGRAM_1_[take],""BETW_L_[nsubj advcl nsubj poss]"",NGRAM_1_[lead],""BETW_D_[nsubj take advcl decline nsubj power poss]"",""BETW_[nsubj take advcl decline nsubj power poss]""}","{-0.729378,-0.17134,0.11472,-0.0375067,-0.00135125,-0.00135125}"
89119@21_3-89119@21_23,89119@21,Richard Morel-Brendan Canty,,0.014,"{In,2005,"","",Morel,became,part,of,Bob,Mould,'s,new,touring,unit,-LRB-,along,with,another,notable,DC,musician,"","",Fugazi,drummer,Brendan,Canty,-RRB-,"","",formed,to,support,the,release,of,Mould,'s,``,Body,of,Song,'',album,.}",23,2,3,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[another],INV_NGRAM_1_[tour],INV_NGRAM_1_[become],INV_NGRAM_1_[new],INV_NGRAM_1_[part]}","{-1.17199,-0.648602,-0.561758,-0.543658,-0.323798,-0.247603}"
5842510@7_4-5842510@7_11,5842510@7,Gari Uranga-Castell,,0.304,"{After,his,link,expired,Uranga,signed,a,two-year,contract,with,CD,Castell,n,"","",also,in,the,second,level,.}",11,1,4,1,1,"{INV_NGRAM_1_[sign],INV_NGRAM_1_[contract],INV_NGRAM_1_[two-year],""INV_NGRAM_2_[two-year contract]"",""INV_BETW_L_[nn prep_with dobj nsubj vmod dobj]"",""INV_BETW_[nn n prep_with contract dobj sign nsubj link vmod expire dobj]""}","{-0.421494,-0.321101,-0.0221007,-0.0189505,-0.00782516,-0.00782516}"
8018009@7_9-8018009@7_14,8018009@7,Tony Lo Bianco-Eddie Carbone,,0.5,"{Most,notably,"","",Lo,Bianco,was,nominated,for,a,Tony,for,his,portrayal,of,Eddie,Carbone,in,Arthur,Miller,'s,``,A,View,from,the,Bridge,'',.}",14,2,9,1,1,"{INV_NGRAM_1_[portrayal],""INV_BETW_D_[prep_of portrayal prep_for]"",""INV_BETW_L_[prep_of prep_for]"",""INV_BETW_[prep_of portrayal prep_for]""}","{0.0230102,0.000886974,0.000886974,0.000886974}"
8609675@11_0-8609675@11_7,8609675@11,Charles Keefer-Daniel Hambly,,0.154,"{Keefer,'s,official,biographer,is,historian,"","",Daniel,Hambly,.}",7,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[official],INV_NGRAM_1_[historian],INV_NGRAM_1_[biographer],""INV_NGRAM_2_['s official]"",""INV_NGRAM_2_[official biographer]""}","{-1.17199,-0.182543,-0.13999,-0.0849738,-0.0630358,-0.039833}"
36853537@3_0-36853537@3_31,36853537@3,Chris Bisaillon-Tony Blazine,,0.088,"{Bisaillon,"","",who,played,for,the,Titans,from,1989,to,1992,"","",becomes,only,the,second,IWU,player,to,be,named,to,the,College,Football,Hall,of,Fame,"","",joining,lineman,Tony,Blazine,"","",who,played,at,IWU,from,1931-34,and,was,inducted,posthumously,in,2002,.}",31,2,0,1,1,"{INV_NGRAM_1_[play],INV_NGRAM_1_[name],INV_NGRAM_1_[become],INV_NGRAM_1_[second],INV_NGRAM_1_[1992],INV_NGRAM_1_[join]}","{-0.915355,-0.73639,-0.543658,0.438984,-0.403616,-0.233998}"
32678229@1_0-32678229@1_4,32678229@1,Rick Burr-Richard Maxwell,,0.202,"{Rick,Burr,Major,General,Richard,Maxwell,``,Rick,'',Burr,-LRB-,born,2,June,1964,-RRB-,is,a,senior,officer,in,the,Australian,Army,.}",4,2,0,2,2,"{""INV_BETW_L_[nn nn]""}",{-1.27777}
330174@201_0-330174@201_8,330174@201,Al Davis-Lamonica,,0.414,"{Davis,correctly,identified,Blanda,as,a,mentor,for,Lamonica,as,well,as,a,solid,special,teams,man,despite,his,advanced,age,.}",8,1,0,1,1,"{INV_NGRAM_1_[mentor],INV_NGRAM_1_[identify],INV_NGRAM_1_[correctly],""INV_BETW_L_[prep_for prep_as nsubj]"",""INV_NGRAM_2_[correctly identify]"",""INV_BETW_[prep_for mentor prep_as identify nsubj]""}","{-0.14959,-0.0301864,-0.0165915,-0.00874924,0.00469409,0.00469409}"
18617829@127_3-18617829@127_0,18617829@127,Jack Nicholson-Thompson,,0.392,"{Thompson,appeared,outside,Nicholson,'s,home,on,the,night,of,Nicholson,'s,birthday,"","",having,set,off,a,high-powered,spotlight,and,gunfire,"","",playing,a,tape,of,animal,cries,through,an,amplifier,to,awaken,him,.}",0,1,3,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj poss]"",NGRAM_1_[outside],NGRAM_1_[appear],""NGRAM_2_[appear outside]"",""WORD_SEQ_[appeared outside]""}","{-0.729378,0.282705,-0.144192,0.0842377,0.00533132,0.00533132}"
36726675@1_0-36726675@1_6,36726675@1,João Paulo Bravo-Paulo Pereira Bravo,,0.05,"{Jo,o,Paulo,Bravo,Jo,o,Paulo,Pereira,Bravo,-LRB-,born,January,7,"","",1979,in,Tokat,-RRB-,is,a,Brazilian,volleyball,player,.}",6,3,0,1,1,"{INV_BETW_D_[nn],INV_BETW_L_[nn],INV_BETW_[nn],INV_NGRAM_1_[o]}","{-0.819983,-0.819235,-0.819235,-0.463119}"
1623485@7_6-1623485@7_34,1623485@7,"Hilario Davide, Jr.-Josefa L. Gelbolingo",,0.978,"{The,sixth,of,seven,siblings,"","",Davide,was,born,in,Barangay,Colawin,"","",in,Argao,"","",Cebu,to,Hilario,P.,Davide,"","",Sr.,-LRB-,1905,2006,-RRB-,a,retired,Schools,Division,Superintendent,"","",and,Josefa,L.,Gelbolingo,"","",a,former,public,school,teacher,.}",34,3,6,1,1,"{INV_NGRAM_1_[bear],""INV_BETW_L_[conj_and nsubjpass]"",""INV_BETW_[conj_and bear nsubjpass]"",""INV_BETW_D_[conj_and bear nsubjpass]"",INV_NGRAM_1_[2006],INV_NGRAM_1_[retired]}","{2.23147,0.486733,0.424987,0.424987,-0.11433,0.0904236}"
10987001@13_0-10987001@13_8,10987001@13,Chip Monck-D. A. Pennebaker,,0.132,"{Monck,'s,work,can,be,seen,in,the,D.,A.,Pennebaker,film,``,Monterey,Pop,'',.}",8,3,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[see],INV_NGRAM_1_[work],INV_NGRAM_1_[can],""INV_NGRAM_2_['s work]"",""INV_BETW_L_[nn prep_in nsubjpass poss]""}","{-1.17199,-0.565289,-0.544445,0.0153015,0.00917662,-0.00310208}"
11905699@3_0-11905699@3_16,11905699@3,Billy Van Zandt-William Brewster Van Zandt,t,0.974,"{Van,Zandt,was,born,in,Red,Bank,"","",New,Jersey,"","",to,Mary,H.,Lento,and,William,Brewster,Van,Zandt,.}",16,4,0,2,2,"{INV_NGRAM_1_[bear],""INV_BETW_L_[conj_and prep_to nsubjpass]""}","{2.23147,1.27079}"
2416503@8_9-2416503@8_11,2416503@8,Malek Ashraf-Surgan,,0.202,"{However,"","",the,division,did,not,last,"","",and,Malek,defeated,Surgan,in,battle,.}",11,1,9,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[defeat],INV_WORD_SEQ_[defeated],""INV_BETW_[dobj defeat nsubj]"",""INV_BETW_D_[dobj defeat nsubj]""}","{-0.973964,-0.362882,-0.0401256,-0.0254927,-0.0254927}"
3089635@50_6-3089635@50_8,3089635@50,Mina Crandon-Bird,,0.29,"{Reports,"","",however,"","",suggest,that,Mina,found,Bird,repulsive,.}",8,1,6,1,1,"{""INV_BETW_L_[nn dobj nsubj]"",INV_NGRAM_1_[find],INV_WORD_SEQ_[found],""INV_BETW_D_[nn repulsive dobj find nsubj]"",""INV_BETW_[nn repulsive dobj find nsubj]""}","{-0.581465,-0.4748,0.0118513,0.00794513,0.00794513}"
37945769@13_7-37945769@13_5,37945769@13,Séamus Plunkett-Camross,,0.27,"{Five-in-a-row,proved,beyond,Portlaoise,as,Camross,defeated,Plunkett,'s,side,by,just,a,single,point,in,1985,.}",5,1,7,1,1,"{people_between_bucket=0,NGRAM_1_[defeat],""BETW_L_[nsubj dobj poss]"",WORD_SEQ_[defeated],""BETW_D_[nsubj defeat dobj side poss]"",""BETW_[nsubj defeat dobj side poss]""}","{-0.729378,-0.506905,0.282705,-0.0201768,0.00166417,0.00166417}"
63438@47_12-63438@47_5,63438@47,Jack Tramiel-Gould,,0.31,"{The,disagreement,between,Tramiel,and,Gould,was,so,bitter,that,"","",after,Tramiel,'s,departure,"","",the,Commodore,magazine,was,forbidden,to,state,any,of,Tramiel,'s,famous,sayings,or,even,mention,his,name,.}",5,1,12,1,1,"{people_between_bucket=0,NGRAM_1_[bitter],""BETW_L_[conj_and prep_between nsubj ccomp prep_after poss]""}","{-0.729378,-0.0464349,-0.00459603}"
35344698@17_1-35344698@17_18,35344698@17,Mishari bin Saud bin Abdulaziz Al Saud-Turki,,0.772,"{Prince,Mishari,has,stake,in,Imdadat,Trading,and,Transport,firm,in,Riyadh,that,he,and,his,son,"","",Turki,"","",established,in,1982,.}",18,1,1,1,1,"{INV_NGRAM_1_[son],INV_NGRAM_1_[firm],""INV_BETW_L_[appos conj_and nsubj dep dobj nsubj]"",INV_NGRAM_1_[stake]}","{1.76438,-0.431184,-0.0054321,-0.00199847}"
38604365@14_0-38604365@14_6,38604365@14,Alexis Bhagat-Lauren Rosati,,0.424,"{Alexis,Bhagat,is,co-founder,"","",with,Lauren,Rosati,"","",of,-LRB-,-LRB-,audience,-RRB-,-RRB-,"","",an,organization,dedicated,to,the,advancement,of,aural,arts,by,providing,wide,distribution,and,new,contexts,for,works,by,emerging,and,established,sound,artists,and,composers,.}",6,2,0,2,2,"{""INV_BETW_L_[prep_with nsubj]"",INV_NGRAM_1_[co-founder],""INV_BETW_D_[prep_with co-founder nsubj]"",""INV_BETW_[prep_with co-founder nsubj]""}","{-0.326138,0.0709885,-0.0158307,-0.0158307}"
